ลำดับที่,MEMBER TYPE,CODE,NAME,CARD ID,ADDRESS,SUB DISTRICT,DISTRICT,PROVINCE,CONTACT,ROUTE,MOBILE,LINE,LOCATION,REMARK,BRANCH CODE,STATUS,Ref
488,ขายปลีก 20/5,VP04007,กูเด็กเส้น,,A61-34 (1L),,,,คุณเกรียงไกร,VP04,095-5079787,,"13.796661,100.328075",,,Inactive,OLD
489,ขายปลีก 20/5,VP04008,ป้อมยามชัยพฤกษ์,,ถังเอง,,,,,VP04,065-3551029,,"13.793162,100.333210",,,Inactive,OLD
490,ขายปลีก 20/5,VP04009,ของชำ พี่มุก,,C63-11,,,,คุณมุข,VP04,02-4410862,,"13.8017081,100.3344515",,,Active,OLD
491,ขายปลีก 20/5,VP04010,มิคุชา,,A62-80A61-03,,,,คุณกฤตยา,VP04,086-6218981,,"13.7872942,100.2762956",,,Active,OLD
492,ขายปลีก 20/5,VP04012,ใบเตยกับใบตอง,,A62-99A62-76,,,,คุณสะแกวัล,VP04,094-4359507,,"13.803782,100.339013",,,Inactive,OLD
493,ขายปลีก 20/5,VP04013,ป้านี กรมยุทธศึกษา,,ถังเอง,,,,คุณนี,VP04,083-9398470,,"13.799310,100.310495",,,Active,OLD
494,ขายปลีก 20/5,VP04014,The Salared,,"A62-52,M62-55,S62-238,125",,,,คุณธีรยุท,VP04,082-2828622,,"13.785297,100.282877",,,Active,OLD
495,ขายปลีก 20/5,VP04015,ทอดมัน เจ๊เอ๋,,A62-67,,,,คุณพุทธินี,VP04,095-7024466,,"13.802357,100.335283",,,Active,OLD
496,ขายปลีก 20/5,VP04016,หมูปิ้งลูกปลา สุภาพ,,S62-147,,,,คุณสุภาพ,VP04,089-6891767,,"13.802357,100.335283",,,Active,OLD
497,ขายปลีก 20/5,VP04017,เมี่ยงปลาเผา พี่ต้อย,,S62-121,,,,คุณมณีพรรณราย,VP04,086-8775508,,"13.7904318,100.3321897",,,Active,OLD
498,ขายปลีก 20/5,VP04018,ไก่ย่างดงตาล ป้าปุ้ย,,ถังเอง,,,,คุณผ่อน,VP04,,,"13.8016505,100.3236883",,,Active,OLD
499,ขายปลีก 20/5,VP04019,ไก่ย่าง ป้าสมใจ,,S63-29,,,,คุณสมใจ,VP04,062-4232171,,"13.790829,100.332087",,,Active,OLD
500,ขายปลีก 20/5,VP04020,พี่อ้อย VP4,,S61-225,,,,คุณปิยนันท์,VP04,,,"13.803234,100.329732",,,Active,OLD
501,ขายปลีก 20/5,VP04021,พี่หมวย VP4,,ถังเอง,,,,คุณหมวย,VP04,065-5139032,,"13.790559,100.332756",,,Active,OLD
502,ขายปลีก 20/5,VP04022,ของชำ ป้าเพ็ญ,,ถังเอง,,,,คุณเพ็ญ,VP04,098-8459594,,"13.8035951,100.3334174",,,Active,OLD
503,ขายปลีก 20/5,VP04023,กระหรี่ปั๊บ นิภา,,S62-127,,,,คุณนิภา,VP04,081-8748976,,"13.790322,100.332059",,,Active,OLD
504,ขายปลีก 20/5,VP04024,ร้านพี่น้ำ VP4,,A63-11,,,,คุณน้ำ,VP04,092-6325510,,"13.801564,100.334476",,,Active,OLD
505,ขายปลีก 20/5,VP04025,ของชำ ป้าอาง,,ถังเอง,,,,คุณอาง,VP04,094-4471796,,"13.803540,100.334763",,,Inactive,OLD
506,ขายปลีก 20/5,VP04026,ขนมหวาน พี่ตุ๋ย,,S63-30,,,,คุณสัมฤทธิ์,VP04,089-6727001,,"13.8042506,100.3309712",,,Active,OLD
507,ขายปลีก 20/5,VP04027,โรตี มนีรัตน์,,S63-25,,,,คุณมนีรัตน์,VP04,061-6366985,,"13.801570,100.334733",,,Inactive,OLD
508,ขายปลีก 20/5,VP04028,ลูกชิ้น พี่เหมียว,,A62-40,,,,คุณรสสุคนธ์,VP04,064-8860306,,"13.801913,100.334330",,,Active,OLD
509,ขายปลีก 20/5,VP04029,ก๋วยเตี๋ยวป้าติ๋ม,,A63-02,,,,คุณศศิธร,VP04,,,"13.803293,100.334731",,,Active,OLD
510,ขายปลีก 20/5,VP04030,ร้านพี่เจี๊ยบ,,ถังเอง,,,,คุณเจี๊ยบ,VP04,083-6398482,,"13.803642,100.338702",,,Inactive,OLD
511,ขายปลีก 20/5,VP04031,ศาลาญาณี,,A62-48,,,,คุณเจนธนภัทร,VP04,034-148304,,"13.7984421,100.0608156",,,Active,OLD
512,ขายปลีก 20/5,VP04032,ร้านป้าเต้า,,ถังเอง,,,,คุณเต้า,VP04,,,"13.801640,100.334543",,,Active,OLD
513,ขายปลีก 20/5,VP04033,รวงเดือน,,ถังเอง,,,,คุณรวงเดือน,VP04,,,"13.802310,100.335512",,,Active,OLD
514,ขายปลีก 20/5,VP04034,กาแฟ พี่ปุ๊ก,,ถังเอง,,,,คุณปุ๊ก,VP04,,,"13.793837,100.327612",,,Inactive,OLD
515,ขายปลีก 20/5,VP04035,ป้าแต๋น ริมคลอง,,A63-25,,,,คุณแต๋น,VP04,089-4452400,,"13.804345,100.330813",,,Active,OLD
516,ขายปลีก 20/5,VP04036,ป้าตุ้ม VP4,,ถังเอง,,,,คุณตุ้ม,VP04,087-1632418,,"13.802615,100.336334",,,Inactive,OLD
517,ขายปลีก 20/5,VP04037,พี่ทวีป VP4,,S61-56A63-42,,,,คุณทวีป,VP04,063-0283246,,"13.801948,100.334312",,,Inactive,OLD
518,ขายปลีก 20/5,VP04038,น้ำมะพร้าว ถนอม,,"A63-01,",,,,คุณถนอม,VP04,089-2581929,,"13.790837,100.332066",,,Active,OLD
519,ขายปลีก 20/5,VP04039,ชานมพี่ปุ๊ก,,A63-32,,,,คุณฐิตินันท์,VP04,092-7032190,,"13.802010,100.334404",,,Active,OLD
520,ขายปลีก 20/5,VP04040,ข้าวแกง มนัสชนก,,A62-84,,,,คุณมนัสชนก,VP04,,,"13.791017,100.332111",,,Inactive,OLD
521,ขายปลีก 20/5,VP04041,ปลาเผา จุฑามาศ,,S61-04,,,,คุณจุฑามาศ,VP04,095-8385100,,"13.790249,100.332024",,,Active,OLD
522,ขายปลีก 20/5,VP04042,ของชำ ชัญญานุช,,A63-14A63-41,,,,คุณชัญญานุช,VP04,080-0156775,,"13.79029469,100.33190955",,,Active,OLD
523,ขายปลีก 20/5,VP04043,ก๋วยเตี๋ยว ริมคลอง ภูษา,,A63-18,,,,คุณภูษา,VP04,080-9908662,,"13.8042409,100.3309263",,,Active,OLD
524,ขายปลีก 20/5,VP04044,น้ำแข็งใสริมคลอง กรุณี,,S62-227,,,,คุณกรุณี,VP04,064-7176263,,"13.804119,100.332492",,,Active,OLD
525,ขายปลีก 20/5,VP04045,อาหารตามสั่ง ป้ารัตน์,,ถังเอง,,,,คุณรัตน์,VP04,097-0909857,,"13.8017027,100.3344679",,,Active,OLD
526,ขายปลีก 20/5,VP04046,มะพร้าวปั่น VP4,,A63-33,,,,,VP04,,,"13.7872999,100.2770499",,,Active,OLD
527,ขายปลีก 20/5,VP04047,มะพร้าว พี่เพ๊ญ,,S63-91,,,,คุณเพ๊ญ,VP04,,,,,,Active,OLD
528,ขายปลีก 20/5,VP04048,สวนมา,,,,,,,VP04,,,"13.7983376,100.0607896",,,Active,OLD
529,ขายปลีก 20/5,VP04049,บ้านช่าง,,,,,,,VP04,,,"13.8019669,100.3354772",,,Active,OLD
530,ขายปลีก 20/5,VP04050,น้ำปั่นซิ่วซิ่ว สมูทตี้,,A63-63,,,,,VP04,,,,,,Inactive,OLD
531,ขายปลีก 20/5,VP05001,ก๋วยเตี๋ยวเรือ ปตท,xxxxxxxxxxxxx,ถังเอง,,,,เจ้รุ่ง,VP05,094-40791420,,"13.7983419,100.06079",,xxxxx,Inactive,OLD
532,ขายปลีก 20/5,VP05002,ร้านจันทร์เจ้า,xxxxxxxxxxxxx,S63-02,,,,คุณภานุวัฒน์,VP05,092-5615198,,"13.6290,99.8479",,xxxxxxx,Active,OLD
533,ขายปลีก 20/5,VP05003,ร้านพี่กุ้งของชำดอนดายหอม,xxxxxxxxxxxxx,A62-85,,,,คุณกิตติชัย,VP05,081-1947944,,"13.76845216,100.09034975",,xxxxx,Active,OLD
534,ขายปลีก 20/5,VP05004,กินเส้นข้างรง,xxxxxxxxxxxxx,A63-13,,,,คุณสุจีรัตน์,VP05,086-0308990,,"13.67596984,100.08804412",,xxxxx,Active,OLD
535,ขายปลีก 20/5,VP05005,เตี๋ยวไก่ตลาดโพหัก,xxxxxxxxxxxxx,ถังเอง,,,,คุณสาลี่,VP05,083-3064052,,"13.4938,99.7950",,xxxxx,Active,OLD
536,ขายปลีก 20/5,VP05006,มนรักส้มตำ,xxxxxxxxxxxxx,ถังเอง,,,,คุณทิพ,VP05,080-6379565,,"13.6414146,100.018796",,xxxxx,Active,OLD
537,ขายปลีก 20/5,VP05007,ตู่ แตน ตามสั่ง,xxxxxxxxxxxxx,S63-01,,,,คุณนวพร,VP05,0895123918,,"13.64153116,100.01888269",,xxxxx,Active,OLD
538,ขายปลีก 20/5,VP05008,หมีอ้วนคาเฟ่ โพหัก,xxxxxxxxxxxxx,M62-65,,,,,VP05,084-6573949,,"13.6393209,100.0176211",,xxxxx,Active,OLD
539,ขายปลีก 20/5,VP05009,ข้าวมันไก่,xxxxxxxxxxxxx,A62-42,,,,คุณวรรณนิดา,VP05,xxxxxxxxxxxx,,"13.6393107,100.0176164",,xxxxx,Active,OLD
540,ขายปลีก 20/5,VP05010,ชลิดา ข้าวแกงบุปเฟ่,xxxxxxxxxxxxx,S62-154,,,,คุณสราวุธ,VP05,092-6419388,,"13.6393144,100.017619",,xxxxx,Active,OLD
541,ขายปลีก 20/5,VP05011,ร้านซุปหางวัว,xxxxxxxxxxxxx,S62-102,,,,คุณบัญชา,VP05,096-2917834,,"13.587810,99.830196",,xxxxx,Active,OLD
542,ขายปลีก 20/5,VP05012,ป.กุ้งสด โพหัก,xxxxxxxxxxxxx,ถังเอง,,,,คุณบุญมี,VP05,098-8786093,,"13.587743,99.830236",,xxxxx,Active,OLD
543,ขายปลีก 20/5,VP05013,ของชำป้ามล ดอนมะขามเทศ,xxxxxxxxxxxxx,ถังเอง,,,,คุณนันท์,VP05,032-387708,,"13.6595592,99.9914851",,xxxxx,Active,OLD
544,ขายปลีก 20/5,VP05014,ของชำพี่หญิง ดอนมะขามเทศ,xxxxxxxxxxxxx,M62-46M62-67,,,,คุณอนุวัฒ,VP05,087-3725657,,"13.659191,99.9542517",,xxxxx,Active,OLD
545,ขายปลีก 20/5,VP05015,ร้านจูเนียร์ ตามสั่ง,xxxxxxxxxxxxx,S63-28,,,,คุณสะอาด,VP05,?089-8215966,,"13.6589172,99.9546771",,xxxxx,Active,OLD
546,ขายปลีก 20/5,VP05016,ร้านข้าวแกง2ภาค,xxxxxxxxxxxxx,ถังเอง,,,,,VP05,081-8234698,,"13.6589177,99.9545774",,xxxxx,Active,OLD
547,ขายปลีก 20/5,VP05017,เจ้ติวเตี๋ยวเรือ แยกโพหัก,-,ถังเอง,,,,,VP05,080-0163286,,"13.750556,99.923388",,-,Active,OLD
548,ขายปลีก 20/5,VP05018,ร้านขนมบ้านบัวหอม ปั๊มเชล์หัวโพ,xxxxxxxxxxxxx,"S62-119,S62-256",,,,คุณเอื้องฟ้า,VP05,061-7687744,,"13.721566,99.910820",,xxxxx,Active,OLD
549,ขายปลีก 20/5,VP05019,เวลาชา แยกดอนคลัง,xxxxxxxxxxxxx,ถังเอง,,,,,VP05,082-8996169,,"13.720329,99.913316",,xxxxx,Active,OLD
550,ขายปลีก 20/5,VP05020,ป้าตุ๋มตามสั่ง หน้าวัดโคก,xxxxxxxxxxxxx,A61-24,,,,คุณสุชัญญา,VP05,087-7546448,,"13.53161099,99.96702332",,xxxxx,Active,OLD
551,ขายปลีก 20/5,VP05021,ก๋วยเตี่ยวนายหนุ่ม,xxxxxxxxxxxxx,ถังเอง,,,,,VP05,090-9453179,,"13.5315051,99.9670661",,xxxxx,Active,OLD
552,ขายปลีก 20/5,VP05022,พี่กบของชำ ติดร.ร.สายธรรมจันทร์,xxxxxxxxxxxxx,ถังเอง,,,,,VP05,099-4095222,,"13.53159881,99.96700653",,xxxxx,Active,OLD
553,ขายปลีก 20/5,VP05023,ร้านสเตีก long,xxxxxxxxxxxxx,A62-60S62-120,,,,คุณนันทิการ,VP05,084-5155926,,"13.551744,99.810487",,xxxxx,Active,OLD
554,ขายปลีก 20/5,VP05024,ป้าแพรวขายนำ ดำเนิน,xxxxxxxxxxxxx,A62-27,,,,คุณเฉลิมพล,VP05,086-3751869,,"13.551224,99.810497",,xxxxx,Active,OLD
555,ขายปลีก 20/5,VP05025,ร้านยำเจ้สา,xxxxxxxxxxxxx,S62-232S62-246S62-143,,,,คุณเดชา,VP05,097-2763925,,"13.561763,99.829042",,xxxxx,Inactive,OLD
556,ขายปลีก 20/5,VP05026,ร้านน้ำป้าดับ แยกโคกฝรั่ง,xxxxxxxxxxxxx,S 62-81 S62-122,,,,คุณพรพิรุน,VP05,061-2079642,,"13.799402,99.987123",,xxxxx,Inactive,OLD
557,ขายปลีก 20/5,VP05027,ส้มตำแยกดอนคลัง,xxxxxxxxxxxxx,ถังเอง,,,,,VP05,xxxxxxxxxxxx,,"13.4675,99.7984",,xxxxx,Active,OLD
558,ขายปลีก 20/5,VP05028,เบริด เบริด แยกดอนคลัง,xxxxxxxxxxxxx,ถังเอง,,,,,VP05,064-8587426,,"13.5377,99.8186",,xxxxx,Inactive,OLD
559,ขายปลีก 20/5,VP05029,เตี๋ยวไก่ไชโย,-,ถังเอง,,,,,VP05,099-1719974,,"13.5307,99.8159",,-,Inactive,OLD
560,ขายปลีก 20/5,VP05030,ร้านน้ำอ้อย หน้าวัดดอนโฆสิต,xxxxxxxxxxxxx,ถังเอง,,,,,VP05,061-3855411,,"13.7505,99.9234",,xxxxx,Active,OLD
561,ขายปลีก 20/5,VP05031,ราชาบะหมี่โพหัก,xxxxxxxxxxxxx,ถังเอง,,,,คุณเล็ก,VP05,080-1137747,,"13.538416,99.819039",,xxxxx,Inactive,OLD
562,ขายปลีก 20/5,VP05032,ป้าฮวยหอยทอด สาขาโพหัก,xxxxxxxxxxxxx,S62-130,,,,,VP05,095-9540149,,"13.482585,99.795086",,xxxxx,Active,OLD
563,ขายปลีก 20/5,VP05033,เวลาชา ตรงข้ามศรีสวัสดิ์,xxxxxxxxxxxxx,S62-161,,,,,VP05,099-1505260,,"13.463435,99.797955",,xxxxx,Active,OLD
564,ขายปลีก 20/5,VP05034,ลาบเป็ดตลาดจินดา,xxxxxxxxxxxxx,S63-74,,,,,VP05,088-2912958,,"13.651171,99.860315",,xxxxx,Active,OLD
565,ขายปลีก 20/5,VP07001,อเมซอน,xxxxxxxxxxxxx,,,,,,VP07,xxxxxxxxxxxx,,"13.83742175,100.02694264",,xxxxx,Active,OLD
566,ขายปลีก 20/5,VP07002,อาคาร100ปี,xxxxxxxxxxxxx,,,,,,VP07,xxxxxxxxxxxx,,"13.798352,100.0607844",,xxxxx,Active,OLD
567,ขายปลีก 20/5,VP07003,ร้านกาแฟลุงเด็น,-,,,,,,VP07,xxxxxxxxxxxx,,"13.812,100.0545",,-,Active,OLD
568,ขายปลีก 20/5,VP07004,ร้านขนมหวาน,-,,,,,,VP07,xxxxxxxxxxxx,,,,-,Active,OLD
569,ขายปลีก 20/5,VP07005,อินทนิน,xxxxxxxxxxxxx,,,,,,VP07,xxxxxxxxxxxx,,"13.8033,100.023",,xxxxx,Active,OLD
570,ขายปลีก 20/5,VP07021,เจ้สาวตามสั่ง,xxxxxxxxxxxxx,,,,,,VP07,xxxxxxxxxxxx,,"13.82404673,100.05196337",,xxxxx,Active,OLD
571,ขายปลีก 20/5,VP07025,สีหมอก,xxxxxxxxxxxxx,,,,,คุณตา,VP07,088-5446136,,"13.8115,100.0455",,xxxxx,Active,OLD
572,ขายปลีก 20/5,VP07049,น้ำส่ง ภักดี,xxxxxxxxxxxxx,"C63-10,14,E63-18",,,,คุณภักดี,VP07,xxxxxxxxxxxx,,"13.787501,100.063129",,xxxxx,Inactive,OLD
573,ขายปลีก 20/5,VP09001,อาร์ซิเร่,xxxxxxxxxxxxx,"S61-38,S62-213,M62-52",,,,คุณต้น,VP09,098-3239566,,"13.806419,100.032467",,xxxx,Inactive,OLD
574,ขายปลีก 20/5,VP09009,บ้านขนมจีน,,,,,,คุณอิ๋ว,VP09,093-5165351,,"13.822815,100.057691",,,Active,OLD
575,ขายปลีก 20/5,VP09010,In’s me,xxxxxxxxxxxxx,,,,,คุณต่าย,VP09,092-2688883,,,,xxxx,Inactive,OLD
576,ขายปลีก 20/5,VP09011,คาเฟ่ไทยสไตล์,xxxxxxxxxxxxx,,,,,คุณเอส,VP09,063-0412015,,"13.799372,99.987203",,xxxx,Inactive,OLD
577,ขายปลีก 20/5,VP09013,Marracha,,S62-79,,,,คุณเม,VP09,094-9526926,,"13.811437,100.045346",,,Active,OLD
578,ขายปลีก 20/5,VP09014,กาแฟโจ๊กบางกอก,xxxxxxxxxxxxx,A61-20,,,,คุณหญิง,VP09,095-7455641,,"13.816967,100.057051",,xxxx,Inactive,OLD
579,ขายปลีก 20/5,VP09015,ซูชิมั้ย 7,xxxxxxxxxxxxx,,,,,คุณอ๋อ,VP09,061-5396810,,,,xxxx,Inactive,OLD
580,ขายปลีก 20/5,VP09016,กาแฟสด VP9,,,,,,,VP09,088-4588805,,"13.798678,100.048646",,,Inactive,OLD
581,ขายปลีก 20/5,VP09017,ณ เตี๋ยวเจ้าท่า ซ.8,xxxxxxxxxxxxx,,,,,,VP09,062-4512544,,"13.819419,100.07771",,xxxx,Inactive,OLD
582,ขายปลีก 20/5,VP09018,ถังชา พี่นัท,,"C62-06,M62-74",,,,คุณฐิติฐา,VP09,098-5848373,,"13.811681,100.044091",,,Active,OLD
